Statement,Label
"We are looking at 150,000 barrels (of oil) per day less next year, and 200,000 barrels per day less being able to be developed from the gulf the year after because of the moratorium on new drilling enacted by the Obama administration.",False
"Our economy (in Louisiana) has grown 50 percent faster than the national GDP, even since the national recession.",True
Polls show that 96 percent of New Jerseyans and 95 percent of gun households in the state support expanding background checks to keep guns away from those who shouldnt have them.,True
"Historically, Senate ratification of arms control treaties has been bipartisan.",True
"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",False
Says Romney flip-flopped on abortion.,True
The immigration proposal from the Gang of Eight is not amnesty.,True
"Says Barack Obama said, If we keep talking about the economy, were going to lose.",False
The approval of the United States was 20 points higher when (Hillary Clinton) left the secretary of states office than when she took it.,True
The United States gives $8 million a day to Israel and gives that country a blank check.,True
"Says that we brought CHI Manufacturing, that had business in China, back to Texas.",False
Virginia papers called (Scott) Rigells campaign Mostly False.,False
"Says Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.",False
On releasing photographs depicting the abuse of prisoners.,False
Says less than half of 1 percent of all the Texas legislators who ever served draw a benefit from pensions tied to the salaries of state district judges.,False
"Says she called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight early on in the financial crisis.",True
Loranne Ausley voted six times to tax your savings.,False
"Says 1,000 World War II veterans die every day.",True
"If you rent a U-Haul to move your company, it costs twice as much to go from San Francisco to Austin than the other way around, because you cant find enough trucks to flee the Golden State.",True
"After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding",True
Most of the people who have signed up through the Obamacare exchanges already had insurance.,False
I created a flat tax in the state of Utah. It took that state to the number-one position in terms of job creation.,True
"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",False
"More than 1,000 people ... move to Texas every day.",True
Republicans have already cut our neighborhood public schools three budgets in a row,False
Public display of a long rifle is perfectly legal in Texas,True
"Says that Susan Rice, the presidents national security adviser, has already conceded that Iran will have a robust uranium enrichment capability.",False
David Cicilline is the 5th most liberal person in the House of Representatives.,False
"While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.",True
Rob Portman is the one who actually sucked the jobs out of the (Mahoning) Valley and sent them to China.,False
On tax breaks for businesses,True
"Families are paying $900, on average, ""in higher premiums because of uncompensated care.""",True
"Americans bought into climate change in 2004-06, but then most began wandering away from this issue.",True
The money the Clinton Foundation took from from foreign governments while Hillary Clinton was secretary of state is clearly illegal. The Constitution says you cant take this stuff.,False
More people in this country have seen UFOs than I think approve of George Bush's presidency.,False
Amendment 1 protects Florida seniors from scams and rip-offs,False
"Rob Cornilles has been endorsed by 20 local mayors, including Independent, Democratic and Republican.",False
"U.S. Olympic medal winners will owe up to $9,000 to the IRS.",False
Health care premiums up 90 percent in New Hampshire.,False
There was serious voter fraud in California,False
"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.",False
Says Newt Gingrich aligned with Nancy Pelosi on global warming.,True
"Says the Clinton Foundation accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates, which violated a ban on all contributions to the Foundation from foreign nations.",False
"Marco Rubio wants to raise the Social Security retirement age, and cut benefits.",True
"Says U.S. Sen. Ron Johnson, R-Wisconsin, was elected in a very low turnout race.",True
More preschoolers are shot dead each year than police officers are in the line of duty.,True
Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom.,False
McCain opposes repeal of the death tax.,True
Recent news reports indicate DWI crashes in Austin dropped 23 percent since ridesharing entered the market.,True
Health insurance is more expensive in Massachusetts than anywhere else in the country.,True
Today we stand as the highest-performing urban school district in America.,True
Says Pennsylvania charges a top income tax rate of 3 percent and Delaware has no state income tax at all,True
Says he paid one dollar for a sweater at Kohls.,True
"Says Texas state funds were spent on a TV series on spouses cheating on their wives, kind of glorifying the act of cheating.",True
Medicare officials have treated Humana and AARP inconsistently on how they can communicate with seniors.,False
New Virginia regulations on abortion clinics provide the same sanitary environment we expect of dental offices.,False
"Wrote that in 2006, Nancy Pelosi said she didnt think capturing Osama bin Laden makes us any safer, but in 2011 called his killing historic.",True
Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,False
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again.,True
I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clintons)position.,True
"Says Sen. Rand Paul, R-Ky., has stated that supporting the right to health care ... means you believe in slavery.",True
"There are approximately 20,000 annual gun purchases in Rhode Island.",True
On abortion,False
"Under Lee Fisher Ohio has lost nearly 400,000 jobs.",True
Says President Obama and his National Labor Relations Board sued Boeing over its decision to open a plant in South Carolina.,True
"When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said no, were building a wall and were deporting everybody. He said, quote, they will all be gone. They will all be gone. This is one of the ones where you can go to the tape on it and see what Donald Trump has said.",True
"Welcome to #Houston, the most #diverse city in #America.",True
Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,False
"Today in Selma, Ala., the poverty rate is roughly nine times that of whites.",True
Says Mitt Romney runs away from Ronald Reagan.,False
There is an increasing amount of evidence from public polling that the highest number of Americans ever identify themselves as pro-life,True
"Says if elected, he would be the first Mayor who lives east of 82nd.",True
"Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.",False
The numbers of people that support Obamacare and like it have been steadily dropping.,False
TheHousebudget plan proposes the largest discretionary spending cut in history.,True
"If we went back to the obesity rates that existed back in the 1980s, the Medicare system over several years could save as much as a trillion dollars.",False
Ballistic tests have confirmed that the death of at least one US Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation,False
On supporting the eventual Republican presidential nominee,True
Medicare premium support backed by Republican vice presidential candidate Paul Ryan is not vouchers.,False
Says Fulton County government hasnt raised its millage rate since 1991.,True
Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,False
University of Wisconsin Systems reserves are in the mid- to low-range of comparable university systems.,True
Dodd brought both parties together to pass the Family and Medical Leave Act.,True
"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",True
The Congressional Budget Office has already doubled its estimate for the cost (of Obamacare) so far from roughly $800 billion to $1.7 trillion.,False
"The reason why Cubans dont have access to 21st century telecommunications like smart phones, like access to the Internet is because it is illegal in Cuba.",True
"Says Daniel Webster wants to make divorce illegal, even for abused wives.",True
Wisconsin women are paid 81 cents to the dollar of a man doing the same job.,False
"One half of federal spending goes to Social Security, Medicare and Medicaid while the other half goes to other programs funded with money borrowed from a foreign land.",True
"Says her congressional district has 10,000 medical-device industry jobs and 1,000 will be lost because of health-care law tax.",False
"John McCain and George Bush have ""absolutely no plan for universal health care""",True
"I supported (the surge), I argued for it I'm the only one on this stage that did",False
Says he did not say Republicans would filibuster immigration reform,False
"The president's plan, even after the end of its withdrawal timeline is reached, will leave in place up to 50,000 U.S. troops.",False
Sherrod Brown sent billions of our tax dollars to foreign countries.,False
The health care reform bill is the largest tax increase in U.S. history.,False
"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",True
(After the auto bailout) General Motors is back on top as the worlds No. 1 automaker.,True
"NAFTA, signed by Bill Clinton, has been a disaster for Pennsylvania.",False
Our credit rating went up since Ive been in office.,False
"It is just a fact that Hamas, apparently the North American spokesperson, is endorsing Senator Obama.",True
Says Lee Fisher wanted a $11 billion tax increase which could have driven countless jobs out of state,True
Candidates for governor routinely disclose their spouses tax returns,True
"Says Donald Trump was one of the people who rooted for the housing crisis. He said back in 2006, Gee, I hope it does collapse because then I can go in and buy some and make some money.",True
Says Jeb Bush appointed a guardian for the fetus of a rape survivor.,False
Obamacare will drive 2.5 million Americans out of the workforce.,False
The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,False
Says she was the first in her family to go to a four-year college.,False
Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,False
Says city leadership is threatening to lay off police and emergency services personnel to balance the budget.,False
Says a CNN anchor said that Hillary Clinton has gotten a free ride so far from the media. Were the biggest ones supporting her campaign.,False
Jim Renacci supports a national sales tax of 23 percent.,True
Republican candidate for governor Karen Handel has run a 100 percent negative campaign.,True
A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law,False
"Thirty-seven percent of Central Falls retired police officers and firefighters are out on disability pensions; in most municipalities, about 5 percent of retirees collect disability pensions.",False
"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.",True
"John McCain ""said publicly that Hillary Clinton would make a good president.""",True
"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, (Debbie Wasserman Schultz) has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans.",True
"Obama plans ""a tax increase for everyone earning more than $42,000 a year.""",False
Online voter registration is a more secure way of doing voter registration.,True
92 percent of the jobs lost during Barack Obamas first term belonged to women.,False
"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.",True
It takes as much energy to make a solar panel as it likely generates in its entire life.,False
"Says she brought together business, labor and hospitals to give 94,000 Oregon children health care.",True
Says North Carolina Rep. Renee Ellmers was the only Republican to vote against an amendment to prioritize the deportation of sexual criminals who are illegal immigrants.,True
Says America spends over 17 percent of its GDP on health care costs when our closest competitor nations are spending about 12.,True
"George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' ",True
Husbands rarely beat up their wives. Single women get beaten up more.,True
"Under the health care law, everybody will have lower rates, better quality care and better access.",False
The legislature was never given the opportunity to debate or vote on loaning $75 million to 38 Studios.,True
"Were the Sunshine State, and were hardly doing any solar energy production.",True
Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,True
"In Flint, Mich., the pipes still havent been replaced. The water is still poisoned.",True
"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade",False
The U.S. loses more on tax breaks than it collects in personal income taxes.,True
Says Bruce Braley threatened to sue a neighbor over chickens that came onto (his) property.,False
Says Rep. Paul Ryans budget proposal would effectively double the interest paid out on existing and future student loans.,False
"In Florida, its not illegal for an immediate family member of state officials to prosper from legislation supported by a spouse.",True
"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that.",False
"The Democratic health care plan is a ""government takeover of nearly 20 percent of our economy.""",False
"Under Gov. Kasich, Ohio wages have increased by $10.3 billion.",True
Dolphins are rapists. Look it up.,False
Mr. Hurt would re-open that darn (Medicare) doughnut hole.,True
Passing a federal firearms background check through the NICS database . . . typically takes 90 seconds.,True
One in every three women has an abortion during her lifetime.,True
"If Obama's economic plan creates 600,000 new government jobs, ""that's about the size of the post office work force""",True
Wisconsin is on pace to double the number of layoffs this year.,False
"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",True
In 1968 the average corporate CEO made 20 times the average workers pay. Today that multiple is about 350.,True
Financed the largest parking expansion program without a rate increase,False
Pre-existing conditions are covered under my (health care) plan.,False
Already we've identified $2 trillion in deficit reductions over the next decade.,False
"Says President Barack Obama has taken 92 days of vacation since he was sworn in, compared to 367 for President George W. Bush at the same point in his presidency.",True
This is the worst jobs recovery since the Great Depression.,False
"If you like your health care plan, you can keep your health care plan.",True
Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.,True
"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.""",False
"As a prosecutor, Wisconsin Supreme Court Justice David Prosser did not investigate or file charges in a case involving 30-year pedophile priest, then participated in cover-up.",False
"The Democrat-backed health care reform plan ""will require (Americans) to subsidize abortion with their hard-earned tax dollars.""",False
Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.,False
Gov. Terry McAuliffe has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.,False
"Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require.",True
We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,True
"Shows in a television ad that police took evidence fromSolantic, Rick Scotts new health care company, after allegations emerged that the company was engaging in fraud.",False
"We have over 700,000 illegal immigrants in the state. Theyre costing us billions of dollars and theyre taking legal residents jobs.",True
President Obamas lawsuit claims it is unconstitutional for Ohio to allow servicemen and women extended early voting privileges during the states early voting period.,False
No Democratic campaign for (Fla.) governor has ever had these kinds of resources this early on in an election cycle.,True
The IRS will have the ability potentially to deny or delay health care.,False
"If [Atlanta Mayor Kasim Reed] wants to be like Bull Connor, then so be it.",False
Says Gary Farmers claim that he received an A from the NRA is an absolute lie.,True
The president gave the (auto) companies to the UAW.,False
Gov. Palin ... is somebody who actually doesn't believe that climate change is man-made.,True
"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",False
"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",True
"Says the fertilizer plant that exploded in West, Texas,had not been inspected by the state of Texas since 2006.",False
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,False
Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period,False
Austin is burdened by the fastest-growing tax increases of any major city in the nation.,False
The state [food stamp call center] program is administered from foreign shores.,False
There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.,False
On same-sex marriage,False
We have invested record funding in protecting our environment.,False
Eric Cantor voted to fully fund Obamacare in October.,False
There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,False
Research even shows that sending more girls to school can boost an entire countrys GDP.,True
Chris Koster opposed protecting the women of Missouri because he was one of only four senators to vote against a bill ending the practice of making rape victims pay for their own rape kits.,True
"Statistics show one male cat can father 420,000 kittens in five years.",False
As governor of Florida I defunded Planned Parenthood.,True
President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,True
"The stimulus includes ""$7 million to build a bridge in Thedford, Nebraska, to help 168 residents avoid a 30-second wait at a local train crossing. Not one full-time job will be created.""",True
The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.,True
The media wont publish a real photo of Trayvon Martin with tattoos on his face.,False
Youve seen where were now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.,True
The significant drop in Floridas unemployment rate is a good economic sign.,False
Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,True
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",True
"Says Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line",False
When Republican extremists tried to take away abortion rights Blake Rocap stopped them.,False
"As a Member of Congress, Chris Murphy was raking in $1 million in salary.",False
"Hillary Clinton has already said shes going to wipe out the Second Amendment. She doesnt believe in the First Amendment. And, she also believes in big government, which flies in the face of the 10th Amendment",False
"Says Apple CEO Steve Jobs told President Obama that the company moved factories to China because it needed 30,000 engineers",True
Unemployment in the city of St. Petersburg is below the state average.,True
"For a young man or woman who is entering the ninth grade in Newark this year, they have a 29 percent graduation rate.",False
"Says that during his eight years as Florida governor, we created 1.3 million net new jobs -- more jobs created than Texas.",True
Says Donald Trump has given more money to Democratic candidates than Republican candidates,False
More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,True
"Saysthe State Department has had half a year to respond to a Benghazi document request, yet I have not gotten a single, solitary scrap of paper.",False
A bill to advance the Keystone XL Pipeline is an earmark under House rules.,False
"In New Hampshire, 93 percent of Democrats, 79 percent of Republicans, 82 percent of gun owners and 60 percent of NRA households support background checks.",True
Immigrants start businesses at a faster rate; they seem to grow those businesses more successfully.,True
Says Tri-Rail shows the potential problems with investing in high-speed rail.,False
"Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.",True
No one questioned that she (Judge Sotomayor) was out of the mainstream,False
Says David Dewhurst went out for drinks during Senate debate on abortion bill.,True
"Wars in Afghanistan and Iraq have cost every U.S. family $45,000.",True
"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",False
Forty-five states allow open carry of firearms.,True
"President Obama's own director of national intelligence, Admiral Blair, put it this way: 'High-value information came from interrogations in which those methods were used and provided a deeper understanding of the al-Qaida organization that was attacking this country.'",True
Wind power is the most undependable form of renewable energy.,False
Florida has reduced its carbon emissions by 20 percent since 2005.,True
There are over 200 documented cases where (Obama) has lied.,False
McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.,True
"If it is enacted, the Senate immigration bill is going to make the Border Patrol bigger than the FBI -- you could put one agent every 250 feet.",True
"The average CEO makes $10,000 more every day ... than what the average worker makes every year.",True
An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.,True
Sherrod Brown supported President Obamas $453 billion tax increase.,False
Studies have shown that voter fraud is non-existent in Texas.,False
Says 51 percent of federal tax filers paid zero federal income tax.,True
Georgia has some of the best maintained roads in America.,True
"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",True
The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.,True
Says he sued Obamas EPA seven times.,True
"In Texas, there are 668 Democratic Hispanic elected officials to the 60 in the Republican Party.",True
Georgia ranks 49th for women serving in elected state and federal offices.,True
Invested $90 million in traffic fixes without raising taxes.,True
"Already, the mayor of Green Bay is having ribbon-cutting after ribbon-cutting for economic development around the new VA center.",False
No family earns too much to qualify for Oregon Healthy Kids program.,True
During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.,True
Says U.S. House candidate Carlos Curbelo supported ending the Medicare guarantee.,False
"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",True
White people control almost 90 percent of the nations wealth.,True
The stimulus has $30 million in there to protect mice in San Francisco,False
"Ohio Republicans made significant gains during [Chris McNultys] time at the ORP, including the extremely successful re-election of President Bush in Ohio.",True
Mitt Romney says class sizes dont matter.,True
"98 percent of small businesses make less than $250,000 and would not see a tax increase under Barack Obama's plan.",True
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,True
"Obama says America is great, but let's ""try to change it""",False
On birthright citizenship for illegal immigrants,False
"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",True
"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""",False
Says Ron Johnson voted to turn Medicare into a voucher program.,True
Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it.,False
Kesha Rogers is not a Democrat.,False
Says PPS employees have paid their own PERS contributions for many years.,True
The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.',True
Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.,True
"From 2000 to 2008, we averaged about five mass shootings a year. Were now averaging 15. So thats a three-fold increase.",False
The policy of the Bush administration was also not to add new nuclear capabilities.,True
"Understand, this is unemployment insurance. Its not welfare, as a lot of my Republican colleagues like to suggest it is. You pay into it when youre working. You get help when youre not.",True
"If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.",False
Says Target installed urinals in a womens bathroom to accommodate the ones who have giblets.,False
"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",False
"In a now-viral video, ""impressionable youngsters at a public school in New Jersey  have been instructed to sing the praises of 'Barack Hussein Obama'""",True
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010.",True
The Free Flow of Information Act of 2009 would guarantee Barack Obama will never be held accountable for producing forged birth documents.,False
The Fed created $15 trillion in the bailout process and $5 trillion went overseas,False
Texas legislation would allow teachers to kill their students if they felt it was needed.,True
"Had the online change of address been in place in 2008 an estimated 130,000 voters who cast provisional ballots could have changed their address online and voted a regular ballot.",True
"Says with the ongoing economic downturn, child abuse is on the rise.",True
A company hired to do Common Core testing in Florida will attract every one of your children to become as homosexual as they possibly can.,False
Jobs that involve the minimum wage are overwhelmingly jobs for young people starting out in the workforce.,False
The vast majority of our public school students are receiving less state support than their private voucher peers.,True
On mandating health care coverage.,False
"Says military commanders have said that if Donald Trump were elected, they would not follow his orders.",False
The Arab Spring drove up gas prices.,True
This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,False
Only the State of New York spends more money on Medicaid than the State of New Jersey.,False
"Under the ruling of the Supreme Court, any lobbyist could go into any legislator and say, if you don't vote our way on this bill, we're going to run a million-dollar campaign against you in your district.",True
Says she is a registered nurse,False
U.S. debt is now equal to 100 percent of the GDP.,True
North Koreas missiles are not going to have a capability to reach the United States anytime real soon.,True
Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.,False
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,False
Jason Carter actually opposed more funding for education in the Senate.,True
I fought to bring about the largest private-sector infrastructure project in North American history.,True
"McCain is ""selectively editing Joe Biden's words...Biden actually said about Barack Obama: 'They're gonna find out this guy's got steel in his spine.'""",False
"If we increase fuel efficiency standards to 40, 45 miles a gallon, we would have to import zero oil from the Middle East.",True
"A new Rasmussen poll shows people ""oppose (Sotomayor's) confirmation. Only 37 percent support it.""",True
Says Ronald Reagan was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states.,True
Wayne Powell has a stated position of having no objection to taking `In God We Trust off of U.S. currency.,True
"Says Congresswoman Loretta Sanchez has passed one bill in her 20 years in Congress, and that was to rename a post office.",True
"By the time Obama took office, The Bush administration had given the car companies $13 billion and the money was now gone.",True
"Says a lip-reading instructor at the River School, a Washington, D.C., school for the deaf has determined that during 9/11 ceremonies, Michelle Obama said, All this for a damn flag.",False
We have cut our deficits by almost three-quarters.,True
Every president since Eisenhower has taken executive action to address immigration issues.,True
Says Bernie Sanders wants higher standards for toy guns than real guns.,True
"Because of President Barack Obamas failure to push job creation, the black unemployment rate in Ferguson, Mo., is three times higher than the white unemployment rate.",False
Republicans are trying to impeach our president.,False
You can be an NFL player with murder charges and not be suspended.,True
"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",False
"A few weeks ago, (the) education committee in Congress is deciding whats going to be in your local salad bar.",False
One of the other inaccuracies ...is that we have raised taxes multiple times and run up the budget. Absolutely not true. One tax increase since Ive been in office. It was a quarter mill tax in the unincorporated area only.,False
"She (Kagan) took money from Goldman Sachs just like her boss, Obama.",True
"Says he has a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.",False
The African-American community lost half of their wealth as a result of the Wall Street collapse.,True
Oil money from federal leases can only be used to clean up the mess and damages from drilling.,True
Many types of fish and shellfish from waters across the state are labeled unsafe to eat.,True
"Many states without collective bargaining, such as Arizona, Nevada and North Carolina, have far larger budget deficits than many that do, including Ohio.",True
About 57 percent of registered Democrats in the new (9th Congressional) district come from my old district.,True
"Says for the first time in the history of the United States, the government cut taxes during wartime",True
"Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we dont need federal standards.",True
Says President Obama is reducing our naval fleet to 1917 levels...,False
"The priorities of more than three-quarters of Americans are to increase the minimum wage, create a path to citizenship for illegal immigrants, and require background checks for gun buyers.",False
The highest paid employee of the State of Rhode Island is a basketball coach.,True
Says he was endorsed by theValley News newspaper.,False
Voted the best specialty plate in America,False
"MikeHuckabeecom gets ""more hits than virtually any other presidential candidate""",True
"An image of nine white, blondwomen shows the amazing diversity of Fox News anchors.",False
"In the 1950s and 1960s, the minimum wage was such that it would lift you out of poverty.",True
"Since 2009, weve cut homelessness (among veterans) by a third.",True
"Fracturing or horizontally fracturing the shale to open up larger pockets of natural gas ... has been used for over 60 years and, as of 2009, over 80,000 wells have been fracked in Ohio.",True
Tea Party Congressman Frank Guinta voted for billions in cuts to veterans programs.,False
"Says As Mayor of Wilsonville, I drove TriMet out of town and replaced their bloated transit system with our own local bus line that offers better service and has saved our businesses millions of dollars.",False
Says Sean Duffy was a no-show as Ashland County District Attorney while he was on the campaign trail,False
"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children.",True
The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program.,False
A recall election for Wisconsin governor would cost $7.7 million -- $7.7 million that may already be allocated to merit raises for teachers or health care for the poor or school books for your kids.,True
Says Schaufler was the only Democrat who voted to stop the states health care reform plan.,False
"Our county now has the fastest growing airport in America, attracting nearly 1,000 new private sector jobs.",True
"Opponents of Section 5 (of the Voting Rights Act) complain of state expense, yet their only cost is the paper, postage and manpower required to send copies of legislation to the federal government for review.",True
Social Security ... is solid through about 2040 without any changes whatsoever.,True
The Every Student Succeeds Act did away basically with Common Core.,False
"In the New York 9th District, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support Democrats -- and its nothing more than that.",False
Accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt Marquette Interchange in Milwaukee.,True
"I used my line-item veto authority to veto $360 million dollars in special interest spending, so that our budget this year ... is still smaller than the fiscal year 2008 and 2009 budgets signed by my predecessor.",False
Republicans in Congress refuse to list a single tax loophole they are willing to close.,True
