Statement,Label
"Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what its for? House Bill 2.",True
Congressman Bill Young voted to cut taxes for millionaires and end your Medicare.,False
Says he has a track record of not raising taxes.,False
Georgias high school graduation rate topped 80 percent in 2010,True
"Ive cut taxes for ... middle-class families, small businesses.",True
"The top 10 most well-paid CEOs in America received a combined $770 million in 2010, while the average American workers wage rose just 2 percent.",True
I have won more elections than any chairman since 1938.,True
"Gov. McAuliffes budget would raid school, other $$ 4 Obamacare in VA.",False
The post-Soviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim.,True
"Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually",False
Says IBM leader told Obama that using IBM technology to cut fraud could pay for health care reform.,True
"Under Gov. John Kasichs budget proposal, the top one percent in Ohio will pay $10,000 less in income tax each year, but Ohios working and middle class families will pay more.",True
The actual deportations from the interior of the country are way down under President Obama.,True
"In the four years before I became governor, we increased state debt $5.2 billion. Weve paid it down $2 billion.",True
"Virginia is headed towards another surplus this year, unlike most states.",True
"During my eight years as county executive, we cut the number of county workers by 20 percent",True
Today 46 percent of all Floridians owe more on their home than it is worth.,True
22 Countries Invaded by the U.S. in 20 Years.,False
The right-to-work states are creating a lot more jobs today than the heavily unionized states.,True
"Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.",True
"Mercury is used in vaccines, and there is no safe level of mercury.",False
I am the first Latina to run for governor of Texas.,False
The law has not established whether Rhode Island public employees have property rights to their pensions.,True
Says Rep. Ken Legler voted against installing fire sprinklers and emergency power generators in nursing homes.,False
"Romney refused to pardon ""a decorated soldier"" returning from Iraq who had been charged with a crime involving a BB gun when he was 13.",True
"Its costing every American who is insured $1,100 to pick up the cost of uncompensated care that goes on at the emergency room.",False
Says his free public university tuition program is paid for by a tax on Wall Streets speculation.,False
"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",True
Rhode Island is one of only six states to use E-Verify.,False
Says Charlie Crists campaign bashedSen. Bill Nelsons big-government solutions.,False
Abortionists have reduced our black population by more than 25 percent since 1973.,False
Says Paul Ryan tried to change the whole game for Social Security,True
A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.,True
"Says Gov. Charlie Crist has called him ""a rock star.""",True
Tim Kaine broke a campaign promise not to raise taxes.,False
Sen. Obama worked on some of the deepest issues we had and was successful in a bipartisan way.,True
American oil production is at its highest level since 2003.,True
"Your Congressman, Charlie Bass, took over $166,000 from Big Oil.",False
"And 100 percent, John, of your ads    100 percent of them have been negative",False
"Unlike virtually every other campaign, we dont have a super PAC",True
Says that President Barack Obama said an attack on Syria was going to be a pinprick.,False
AIG has fully repaid the federal government plus a profit of more than $22 billion.,True
The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.,False
Thirty U.S. cities have Triple A baseball teams and virtually everyone of them [is] playing in government owned ballparks.,True
The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,True
California has added twice as many jobs as Florida over the past year.,True
Says Obamacare is the largest middle-class tax increase in history.,False
The Capitol Police force is going so far as to use paramilitary equipment in dealing with singing protesters in Madison,False
"832,000 people lost their job while (Charlie Crist was)governor.",True
"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",True
Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities.,False
Says Bruce Springsteen played in 1975 at Seton Hall University in South Orange at Walsh gym.,True
"Says it probably costs more than $300,000 to run for a seat on the Pedernales Electric Cooperative board of directors.",False
On signing a no-tax pledge,False
"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue.",True
On his half pay pledge.,True
"Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.",True
I dont think the argument can be credibly made that the United States of America is undertaxed compared to our competitors.,False
Three or four countries out of roughly 60 in the anti-ISIS coalition are providing military force.,True
"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",True
Barack Obama and Hillary Clinton have left us with $19 trillion in debt,False
"U.S. Senate candidate Michelle Nunn earned as much as $300,000 running a nonprofit that had laid off 90 workers.",True
A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.,True
"Bill McCollum ""cost the rest of us billions"" as a member of Congress, including a national debt that ""skyrocketed"" to $4.7 trillion.",True
"We have 33,000 people a year who die from guns.",True
Ninety percent of the job growth in Virginia has been in the private sector.,True
Says I was the first governor in America to endorse Mitt Romney.,False
Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,False
"Rand Paul wants to end all federal faith-based initiatives, and even end the deduction for religious charities.",True
"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance",True
"John Edwards never -- has ever from the beginning of his political career has never taken PAC money or the money of Washington lobbyists. Ever. -Joe Trippi, senior campaign adviser",True
"Says state's expected ""increase in federal political clout is almost entirely due to the growth of the African American and Hispanic populations in Texas in virtually every region of the state",True
"Mary Burkes record: 130,000 fewer jobs.",False
"The Democrats' health care bills would end ""the denial of  coverage to those who have a pre-existing condition,"" while the Republican bill would not",True
"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",False
Says he couldnt keep a 42-inch redfish he caught because of fishing rules.,True
"Says these Jersey Shore folks, theyre from New York.",True
Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,True
Social Security is a Ponzi scheme.,False
The federal government regulates the holes in Swiss cheese.,True
"My opponent lost 43,000 jobs in Houston since he took over; we are losing jobs",False
Says Barack Obama is the only American president who has not visited the D-Day Monument in Normandy on D-Day.,False
The Affordable Care Act is not the law of the land.,False
"Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460.",True
Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.,False
90 percent of fires in Arizona are human-caused.,True
The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,True
Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.,True
The 2011 Legislature did not cut Texas public school funding.,False
Says Ron Johnson likes to say there are too many lawyers in the Senate 57 Hed be the 70th millionaire,True
Health care premiums for consumers have doubled since 2001.,True
Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,True
On federal stimulus money for expanding rail service.,True
The Navy is bringing charges against a Navy officer who shot at the Chattanooga shooter for illegally discharging a firearm on federal property.,False
The polls show over half of Americans identify themselves as being pro-life.,False
(New Jersey Network) is the only news station which covers New Jersey government.,False
Pam Bonditold a group of lobbyists shell side with corporate special interests as attorney general.,False
"The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined",True
"Stabilizing the recent financial crisis will cost less than 1 percent of GDP, which is less than the 2.5 percent to fix the savings and loan crisis of the 1980s.",True
Jack Berry voted for a plan to cut $23.8 million from our schools.,False
On a timetable to withdraw from Iraq.,True
"Clinton has ""raised the most money from Washington lobbyists ... from the health industry, drug companies, health insurance companies (and) the defense industry.""",True
"Says that after she declared her candidacy for Congress, the redistricting process was manipulated to allow incumbent politicians to guarantee their re-election.",False
Natalyn Archibong skipped (Atlanta) City Council meetings or was late 90% of the time. Then she voted herself a pay raise.,False
"Over the history of Austin, its always gotten more expensive.",False
"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",True
Says state Rep. Sandy Pasch did nothing to stop people from scamming the Wisconsin Shares child-care subsidy program and voted against funding for fraud investigators.,False
"Ann Kuster turned a blind eye to those in need of funding by voting against funding for our nations veterans, low-income women and children, the FDA and the National Institutes of Health.",False
"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",True
This is the first time since World War II that five nuclear-powered aircraft carriers were docked together.,False
"President-elect Trumps immigration policies are very similar to policies that are sitting right in the Senate and the House today to temporarily suspend immigration from countries that harbor terrorism, to temporarily suspend immigration from Syria until we get better vetting.",True
"The Democratic health care plan is a ""government takeover of our health programs.""",False
"There are 60,000 fewer jobs today in this state than we had in 2008.",True
Eric Cantor voted to fully fund Obamacare in October.,False
Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.,False
"Says as GOP was picking a convention city, I recommended Ohio.",False
(Strickland) raised taxes last year to the tune of $840 million.,True
I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.,False
It was Dan Sullivan who wrote a bill to cut Alaskans out of those decisions about where they can hunt and fish.,True
"We borrow $4 billion every single day, much of it from China.",True
"Eighty-five percent of every dollar donated to the Clinton Foundation ended up either with the Clintons or with their staff to pay for travel, salaries, and benefits. Fifteen cents of every dollar actually went to some charitable beneficiary.",False
More than one-quarter of Americas young adults are too fat to serve in the U.S. military,True
"We are seeing dramatic rate cuts to Medicare that will affect seniors ability to keep their doctor, hospital and prevention services.",False
"Says she called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight early on in the financial crisis.",True
A scheduled speech by President Barack Obama will be the first time an American president has spoken directly to the nation's school children about persisting and succeeding in school.,False
"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""",True
Letting the Bush tax cuts expire would raise taxes on small businesses.,False
We had a debate on whether ObamaCare was the way to go to fix up health care and the American voters said no -- emphatically.,False
Says Mark Warner has supported Harry Reid down the line.,True
Theres a mosque inside of the Pentagon.,False
We have seen hate crimes skyrocket in the wake of the immigration debate.,True
"Californias marijuana legalization initiative, Prop 64 allows marijuana smoking ads in prime time, on programs with millions of children and teenage viewers",False
A gun background check is futile. Something like 42 (people during the) last year were prosecuted for trying to buy a gun with a criminal record out of 11 million.,True
Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,False
Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,False
Says Chris Christie was the first governor in America to endorse Mitt Romney.,False
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon",False
Barack Obama has written and co-sponsored more bills in three years than Hillary Clinton has in seven,False
Every year there is a slightly smaller percentage of American households owning guns.,True
Says Alex Sink supported a $5.2 billion increase in Floridas debt.,False
"Says Texas state funds were spent on a TV series on spouses cheating on their wives, kind of glorifying the act of cheating.",True
"I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.",True
"Thanks to restrictive and anticompetitive ballot laws, candidates in November 2014 ran unopposed in nearly half of Wisconsins state representative races but in Michigan and Minnesota nearly all races had challengers.",True
Says it will cost $220 per square foot in hard construction costs to rebuild Portland Public high schools.,True
"The man who was in charge of the investigation of Hillary Clinton accepted essentially from Hillary Clinton $675,000 that went to his wife.",False
Saturdays shootings reflect a disturbing trend. Mass shootings have become commonplace since the Virginia Tech massacre in 2007. There have been dozens of incidents where three or more people have been fatally wounded. Hundreds have died.,True
"The Republicans still want to privatize (Social Security). In fact, their whole idea is to turn over the Social Security trust fund to Wall Street.",False
Says Hillary Clinton is the one that labeled African-American youth as superpredators,True
Women pay 48 percent more for health insurance,False
Climate change is directly related to the growth of terrorism.,False
"George Allen had 40,000 earmarks while he was a senator.",False
Sen Marco Rubio refuses to accept the basic science on climate change and is a climate change denier,True
"Almost 1,000 people a day are moving to Florida because they are more free here than they are in some other states.",False
Says the United States has the worlds greatest health care system.,True
"Gas prices have doubled because Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.",False
"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin dont have to pay any taxes on their income for two years.",True
The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,True
Democrats have now become the party of the [Atlanta] metro area and of blacks.,True
Says Georgia ranks near the bottom in per capita transportation spending.,True
The Libertarian Party is the third-largest political party in the U.S.,False
Michelle Nunn has praised the Occupy movement,False
Ken Cuccinelli would take money away from public schools to fund private schools.,False
"Says that at a campaign rally President Barack Obama spent so much time screaming at a protester, and frankly it was a disgrace.",False
"We never had an earthquake in Youngstown until John Kasich was elected Governor,",True
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,True
"If people work and make more money, they lose more in benefits than they would earn in salary",False
"During the Reagan era, ""the richest Americans had their top income tax rate cut in half.""",True
"The delay inschool testingwas not that of a vendor, the problem was not that of the test materials itself,it was the product of a cyber attack",False
Tim Kaine urged$500 billion in Medicare cuts,False
When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,False
"Every year the average woman loses around $11,000 to the wage gap, which amounts to a $500,000 vagina tax over her working career.",True
President Barack Obama ordered our military to enlist illegal aliens.,False
"There are 30,000 people that have been killed with seat belts.",False
U.S. Rep. Phil Gingrey gave the government the power to electronically spy on Americans without a warrant.,False
Says Barack Obama promised to halve the deficit in his first term.,True
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",True
"This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution.",True
"The Family Research Council, according to some government agencies, is a terrorist group.",False
"In countries that allow gay marriage, the rates of heterosexual marriage ""have plummeted to where you have counties now in northern Europe where 80 percent of the first-born children are born out of wedlock""",False
"Says Michael Bennet votes for President Obamas agenda 98 percent of the time. Hardly independent, hardly bipartisan.",True
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges.",True
Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,True
"Says the stimulus bill sent tax credits overseas, such as tens of millions of dollars to build traffic lights in China.",False
"Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.",True
"Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. Donald Trump doesnt.",True
Our men and women of the Guard have been forced to contact food banks to feed themselves.,False
Says the Constitution only requires her to tell the census how many people are in our home.,False
Higher beer production and higher consumption go hand-in-hand.,False
Sherrod Brown has voted with Barack Obama 95 percent of the time.,True
Says a poll found him the only Republican candidate who could beat Barack Obama in Texas -- and by eight points.,True
ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in their online shopping carts,False
On whether the federal government should set a minimum wage,False
Obamas Clean Power Plan ... eliminates coal-fired power plants.,False
A golf course closes somewhere in America every 48 hours.,True
"When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.",False
Says Gov. Jim Doyle and the DNR have not put hunters first and mismanaged the deer herd; as a result the deer population has dwindled.,False
"Long-term federal investment in U.S. airports is urgent because there was a recent survey of the top airports in the world, and there was not a single U.S. airport that came in the top 25.",True
"Florida ""has the second-highest foreclosure rate in the nation.""",True
ColoradoCare would have higher revenues than McDonalds.,True
"Says in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.",True
Says federal health care overhaul will cost Texas state government upwards of $30 billion over the next 10 years.,False
Says Sen. Kay Bailey Hutchison took 154 private flights all funded by taxpayers though commercial flights were readily available at a fraction of the cost.,True
On a cap-and-trade plan.,False
Ralph Hall has never voted to raise the debt ceiling,False
Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,True
"Last year, 244 suspected terrorists walked into gun shops and attempted to purchase a firearm; 223 were able to get the firearm.",True
"Sheldon Whitehouses failure of leadership, the adding of almost $8 trillion in debt in his first full term, is shameful",True
Schools in some states are spending up to 100 days a year doing test-prep or actual testing.,False
Joe Biden wrote the Violence Against Women Act ... the rate of domestic violence went down dramatically.,True
I never called for a partition of Iraq.,True
"Says this months special session will cost the state $27,300 a day just for legislators daily living expenses.",True
Hillary Clinton said gun confiscation would be worth considering.,False
"In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.",False
"The U.S. gives foreign aid to Cuba and Venezuela, even though those countries are our enemies.",False
